No,base_url,section,section_url,group,group_url,url,sub_urls,title,title_kanji,title_kana,description,文字数,ステータス,修正後回答,用語(Kanji),用語(Hiragana),類義(synonyms1),類義(synonyms2),類義(synonyms3),類義(synonyms4),類義(synonyms5),類義(synonyms6),類義(synonyms7),類義(synonyms8),類義(synonyms9),類義(synonyms10),,,,,メモ(memo),受領日
,http://www.sakata-sousai.com/word/,た行,,,,http://www.sakata-sousai.com/word/word_042.html,,弔電 ちょうでん,弔電,ちょうでん,弔電は喪主宛に打つのが原則ですが、喪主の名前がわからない場合は、「ご遺族様」でも問題ありません。電報は、NTTや郵便局で申し込むことが可能です。NTTの場合は局番なしの115番になります。午後7時以降の申込みは、翌日の配達になります。,117,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.gishiki.co.jp/dictionary/wordbook/index.html,た行,,,,,,弔電（ちょうでん）,弔電,ちょうでん,弔電は喪主宛に打つのが原則ですが、喪主の名前がわからない場合は、「ご遺族様」でも問題ありません。電報は、NTTや郵便局で申し込むことが可能です。NTTの場合は局番なしの115番になります。午後7時以降の申込みは、翌日の配達になります。,117,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,ち,http://h-sougi.com/category/word_ti,http://h-sougi.com/archives/265,,弔電（ちょうでん）,弔電,ちょうでん,"通夜、告別式に参列できないときには、訃報を受けてからできるだけ早く弔電を打ちます。葬儀の前日までには弔電が届くようにしますが、内容や氏名の確認作業がありますので、少なくとも葬儀の２～３時間前には着くように打電します。
また、
弔電は午後７時までに申し込めば当日には届けられます（ＮＴＴ）。値段は文字数によって変わってきますが、「ご生前のご功績を偲び、心からご冥福をお祈り申しあげます。」の、２８字でおよそ７５０円です。
返す返す、重ね重ねなどの忌み言葉を使用しないのはもちろんですが、「ご冥福をお祈りします」や「ご供養」「ご愁傷様」という言葉も、宗教によっては忌み言葉となってしまいますので、故人の信仰していた宗教を考慮したうえで、弔電を打つようにしましょう。",330,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://heiansaiten.co.jp/glossary.html,,,,,http://heiansaiten.co.jp/g033,,弔電(ちょうでん),弔電,ちょうでん,"弔問や葬儀に参列できない場合に打つ、お悔やみの電報。
電報は局番なしの１１５でかけ、宛名は普通喪主にします。電文の文例は、
「謹んで哀悼の意を表します」「ご逝去を悼み、謹んでお悔やみ申し上げます」など。
弔電が多いときは、弔電奉読は主なものだけにします。",127,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.gotousogisya.com/word.html,た行,,,,,,弔問(ちょうもん),弔問,ちょうもん,故人の遺族を訪問し、お悔やみを伝えること。,21,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,ち,http://h-sougi.com/category/word_ti,http://h-sougi.com/archives/266,,弔問（ちょうもん）,弔問,ちょうもん,"「弔問」とは、訃報を聞いてすぐ、お通夜や葬儀の前に遺族を訪問して、お悔やみの言葉を述べることを言います。親しい間柄であれば、訃報が届いたらできるだけ早く駆けつけることが大切ですが、無理な場合は弔電を打ちましょう。
お悔やみの言葉は、「このたびはご愁傷様です」等の一般的なものにとどめ、手伝いが出来ることはないか申し出ます。
弔問のときの服装は、派手な色を避ければ普段着で行ってかまいません。
香典は、お通夜か告別式のときに持参するものですから、弔問のときには持っていきません。",238,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://kakaku.com/sougi/howto/S0026.html,タ行,,,,,,弔問（ちょうもん）,弔問,ちょうもん,死者の遺族を訪問して、お悔やみを述べること。,22,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aoisousai.net/category/1531697.html,,,,,,,ついぜんくよう(追善供養),追善供養,ついぜんくよう,死者を供養するために法事を行うこと。善業を行い、これを死者の冥福(あの世での幸せ)のために振り向けようとすること。,57,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aichi-shien.or.jp/sougiyougo,た行,http://www.aichi-shien.or.jp/sougiyougo#ttl-ta,,,,,追善供養 ついぜんくよう,追善供養,ついぜんくよう,死者を供養するために法事、法要を行うこと。,21,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,https://www.aoba-c.com/%E8%91%AC%E5%84%80%E3%81%AE%E8%B1%86%E7%9F%A5%E8%AD%98/%E8%91%AC%E5%84%80%E7%94%A8%E8%AA%9E%E9%9B%86/,,,,,,,追善供養（ついぜんくよう）,追善供養,ついぜんくよう,「追善供養（ついぜんくよう）」とは、亡くなられた方の冥福を祈って、生きているものがおこなう供養のことを言います。「追」は後に従うという意味で「善」は「善い行い」の善です。,85,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,つ,http://h-sougi.com/category/word_tsu,http://h-sougi.com/archives/267,,追善供養（ついぜんくよう）,追善供養,ついぜんくよう,"「追善供養」とは、死者の冥福を祈って、生きている者がおこなう供養のことです。「追」は後に従う、または追いかけるという意味で、「善」は善行をあらわすものですから、
追善供養は死者を供養する行為ですから、本来なら、いつ行なってもかまわないもので、毎日、仏壇に手をあわせ、礼拝する行為も追善供養のひとつと言えます。
ですが、「法事」として行なわれる追善供養は、日が決められています。亡くなってから七日ごと、四十九日の忌明けまで行なわれる法要を「忌日法要」、100日めの供養を「百か日法要」、一周忌、十三回忌などを「年忌法要」といい、僧侶にお経をあげていただき、焼香をして供養をおこなうものです。
「年忌法要」は、宗派や地域によっての違いもありますが、一般的には一、三、七、十三、十七、二十三、二十七、三十三回忌までとして、それ以後は「先祖代々」として、一緒に供養することが多いようです。",390,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,つ,http://h-sougi.com/category/word_tsu,http://h-sougi.com/archives/270,,追悼ミサ（ついとうみさ）,追悼ミサ,ついとうみさ,"キリスト教の「追悼ミサ」は、仏教では「法要」にあたるもので、カトリック（旧教）では「追悼ミサ」、プロテスタント（新教）では「記念式」と言います。
「追悼ミサ」は、近親者と親しかった人たちを招き、亡くなった当日から数えて３日め、７日め、３０日めに教会でおこなわれるものですが、３日めと７日めは省略することもあります。
毎年亡くなった月日に死者記念のミサを行いますが、１年めのミサを盛大に行なう以外、特に決まりはありません。それ以降は、１０年、２０年、または１５年、２５年といった区切りの良い年に、死者記念ミサを行なうことが多いようです。
追悼ミサが終わってから、教会の別室か、自宅に帰って茶話会を催し、故人を追悼します。
参列する側は、お金を包むときには「御花料」としますが、キリスト教での供物は、生花以外のものは贈りません。",362,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aoisousai.net/category/1531697.html,,,,,,,つや(通夜),通夜,つや,本来は死後、葬儀当日の朝まで営まれるもの。夜を徹し営まれることから通夜と言う。今一般的に言うのは葬儀前夜に行われる法要とその後の会食のこと。,70,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.sakata-sousai.com/word/,た行,,,,http://www.sakata-sousai.com/word/word_043.html,,通夜 つや,通夜,つや,ご遺族や近親者、友人、知人が故人に最後の別れを告げ、冥福を祈る儀式です。かつては、夜を徹して故人に付き添うのが習わしでしたが、現在では2時間ほどで終わる半通夜が一般的になります。遺族は一般弔問客が帰ったあと、灯明と線香の火を絶やさないように、交代で番をするのが正式な習わしです。,139,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.gishiki.co.jp/dictionary/wordbook/index.html,た行,,,,,,通夜（つや）,通夜,つや,ご遺族や近親者、友人、知人が故人に最後の別れを告げ、冥福を祈る儀式です。かつては、夜を徹して故人に付き添うのが習わしでしたが、現在では2時間ほどで終わる半通夜が一般的になります。遺族は一般弔問客が帰ったあと、灯明と線香の火を絶やさないように、交代で番をするのが正式な習わしです。,139,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.gotousogisya.com/word.html,た行,,,,,,通夜（つや）,通夜,つや,葬儀の前夜に死者の魂に寄り添う儀式で友引でも行う。訃報を聞いたらすぐに駆けつけるのが基本。,45,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,つ,http://h-sougi.com/category/word_tsu,http://h-sougi.com/archives/268,,通夜（つや）,通夜,つや,"本来の「通夜」は、遺族や、故人と親しかった人たちが、葬儀の前夜、一晩中、遺体に付き添って邪霊から守り、故人の思い出を語り合い、別れを惜しむものでした。お釈迦様が入滅された時、弟子たちがお釈迦さまを偲び、その教えを夜通し語り合ったことに由来しています。
一晩中、線香とロウソクの火を絶やさないで見守る習慣は、今でも残っています。喪主や遺族は、これから続く葬儀に向けて体調を整えなくてはいけませんし、精神的に疲れていることと思います。周りの人が気配りをして、交替で火を見守りましょう。",240,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://kakaku.com/sougi/howto/S0026.html,タ行,,,,,,通夜（つや）,通夜,つや,本来は、死者を葬る前に親族・知人が集まり、故人を偲び死者のそばで一夜を明かすことを指します。このため、弔問客は喪服や香典の用意もありませんでしたが、最近は仕事の関係上、日中の葬儀より通夜だけの弔問というケースも増えています。そういった意味では、通夜が実質的な葬儀の役割を果たしているともいえます。,148,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aoisousai.net/category/1531697.html,,,,,,,つやぶるまい(通夜振る舞い),通夜振る舞い,つやぶるまい,　参照「料理」。一通夜の法要の後の会食のこと。かつては通夜一に会葬者に飲食を振る舞うことが死者の冥福に貢献すると考えられ振る舞ったことからきている。,74,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,https://www.aoba-c.com/%E8%91%AC%E5%84%80%E3%81%AE%E8%B1%86%E7%9F%A5%E8%AD%98/%E8%91%AC%E5%84%80%E7%94%A8%E8%AA%9E%E9%9B%86/,,,,,,,追悼ミサ,通夜振るまい,つやぶるまい,キリスト教の「追悼ミサ」は仏教では「法要」のことをいいます。カトリック（旧教）では「追悼ミサ」プロテスタント（新教）では「記念式」といい、近親者や親しかった人を招き、亡くなった当日から数えて3日目、7日目、30日目に教会でおこなわれるものです。,122,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.sakata-sousai.com/word/,た行,,,,http://www.sakata-sousai.com/word/word_044.html,,通夜ぶるまい つやぶるまい,通夜ぶるまい,つやぶるまい,焼香もしくは通夜が終わった際は、弔問客を別室に案内して飲食をふるまうことをさします。故人の供養として、わずかなものでも口に入れてもらうといった意味があります。また、お清めとしてお酒を出します。かつては精進料理に限られていましたが、最近ではあまりこだわらず、サンドイッチやお寿司など、簡単につまめるものが一般的になっています。,162,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
